"","genes_GO_full$Gene","genes_GO_full$`GO term accession`"
"2676","Zm00001d002186","GO:0003777"
"2677","Zm00001d002186","GO:0003774"
"2678","Zm00001d002186","GO:0005524"
"2679","Zm00001d002186","GO:0000166"
"2681","Zm00001d029898","GO:0046983"
"2684","Zm00001d032947","GO:0008152"
"2685","Zm00001d032947","GO:0005975"
"2686","Zm00001d032947","GO:0016798"
"2687","Zm00001d032947","GO:0004553"
"2688","Zm00001d032947","GO:0016787"
"2689","Zm00001d002548","GO:0005576"
"2690","Zm00001d002548","GO:0009664"
"2691","Zm00001d002548","GO:0005618"
"2692","Zm00001d002548","GO:0016020"
"2694","Zm00001d003925","GO:0016310"
"2695","Zm00001d003925","GO:0016301"
"2696","Zm00001d003925","GO:0006468"
"2697","Zm00001d003925","GO:0005524"
"2698","Zm00001d003925","GO:0004674"
"2699","Zm00001d003925","GO:0004672"
"2700","Zm00001d003925","GO:0000166"
"2701","Zm00001d042460","GO:0005634"
"2702","Zm00001d042460","GO:0006355"
"2703","Zm00001d042460","GO:0006351"
"2704","Zm00001d042460","GO:0003677"
"2705","Zm00001d042460","GO:0005634"
"2706","Zm00001d042460","GO:0006355"
"2707","Zm00001d042460","GO:0006351"
"2708","Zm00001d042460","GO:0003677"
"2709","Zm00001d053127","GO:0008152"
"2710","Zm00001d053127","GO:0003824"
"2711","Zm00001d053127","GO:0008152"
"2712","Zm00001d053127","GO:0003824"
"2713","Zm00001d053127","GO:0008152"
"2714","Zm00001d053127","GO:0003824"
"2715","Zm00001d053127","GO:0008152"
"2716","Zm00001d053127","GO:0003824"
"2717","Zm00001d053127","GO:0008152"
"2718","Zm00001d053127","GO:0003824"
"2719","Zm00001d053127","GO:0008152"
"2720","Zm00001d053127","GO:0003824"
"2721","Zm00001d053127","GO:0008152"
"2722","Zm00001d053127","GO:0003824"
"2723","Zm00001d053127","GO:0008152"
"2724","Zm00001d053127","GO:0003824"
"2725","Zm00001d053127","GO:0008152"
"2726","Zm00001d053127","GO:0003824"
"2727","Zm00001d053127","GO:0008152"
"2728","Zm00001d053127","GO:0003824"
"2729","Zm00001d053127","GO:0001676"
"2730","Zm00001d053127","GO:0008152"
"2731","Zm00001d053127","GO:0003824"
"2732","Zm00001d042461","GO:0000145"
"2733","Zm00001d042461","GO:0006887"
"2734","Zm00001d052194","GO:0051082"
"2735","Zm00001d052194","GO:0009408"
"2736","Zm00001d052194","GO:0005739"
"2737","Zm00001d052194","GO:0006970"
"2738","Zm00001d052194","GO:0009408"
"2739","Zm00001d042948","GO:0016021"
"2740","Zm00001d042948","GO:0016020"
"2741","Zm00001d053236","GO:0016021"
"2742","Zm00001d053236","GO:0016020"
"2743","Zm00001d016257","GO:0006357"
"2744","Zm00001d016257","GO:0003677"
"2745","Zm00001d016257","GO:0046983"
"2746","Zm00001d004664","GO:0055114"
"2747","Zm00001d004664","GO:0020037"
"2748","Zm00001d004664","GO:0016705"
"2749","Zm00001d004664","GO:0005506"
"2754","Zm00001d023263","GO:0004360"
"2755","Zm00001d023263","GO:1901137"
"2756","Zm00001d023263","GO:0004360"
"2757","Zm00001d023263","GO:1901137"
"2758","Zm00001d023263","GO:0004360"
"2759","Zm00001d023263","GO:1901137"
"2760","Zm00001d023263","GO:0004360"
"2761","Zm00001d023263","GO:1901137"
"2762","Zm00001d032971","GO:0006855"
"2763","Zm00001d032971","GO:0015297"
"2764","Zm00001d032971","GO:0015238"
"2765","Zm00001d032971","GO:0055085"
"2766","Zm00001d032971","GO:0016020"
"2767","Zm00001d032971","GO:0016021"
"2769","Zm00001d037849","GO:0004497"
"2770","Zm00001d037849","GO:0055114"
"2771","Zm00001d037849","GO:0004497"
"2772","Zm00001d037849","GO:0055114"
"2773","Zm00001d037849","GO:0016491"
"2774","Zm00001d037849","GO:0020037"
"2775","Zm00001d037849","GO:0016705"
"2776","Zm00001d037849","GO:0005506"
"2777","Zm00001d037849","GO:0046872"
"2778","Zm00001d037849","GO:0004497"
"2779","Zm00001d037849","GO:0055114"
"2780","Zm00001d037849","GO:0016491"
"2781","Zm00001d037849","GO:0020037"
"2782","Zm00001d037849","GO:0016705"
"2783","Zm00001d037849","GO:0005506"
"2784","Zm00001d037849","GO:0046872"
"2785","Zm00001d037849","GO:0004497"
"2786","Zm00001d037849","GO:0055114"
"2787","Zm00001d046188","GO:0016021"
"2788","Zm00001d046188","GO:0016020"
"2789","Zm00001d037556","GO:0016788"
"2790","Zm00001d037556","GO:0016021"
"2791","Zm00001d037556","GO:0016020"
"2797","Zm00001d033848","GO:0046983"
"2800","Zm00001d033848","GO:0046983"
"2801","Zm00001d042244","GO:0071805"
"2802","Zm00001d042244","GO:0006813"
"2803","Zm00001d042244","GO:0015079"
"2804","Zm00001d042244","GO:0006811"
"2805","Zm00001d042244","GO:0016020"
"2806","Zm00001d042244","GO:0016021"
"2807","Zm00001d016379","GO:0016021"
"2808","Zm00001d016379","GO:0016020"
"2809","Zm00001d044146","GO:0004497"
"2810","Zm00001d044146","GO:0055114"
"2811","Zm00001d044146","GO:0016491"
"2812","Zm00001d044146","GO:0020037"
"2813","Zm00001d044146","GO:0016705"
"2814","Zm00001d044146","GO:0005506"
"2815","Zm00001d044146","GO:0046872"
"2818","Zm00001d025864","GO:0003677"
"2820","Zm00001d028686","GO:0016310"
"2821","Zm00001d028686","GO:0016301"
"2822","Zm00001d028686","GO:0006468"
"2823","Zm00001d028686","GO:0005524"
"2824","Zm00001d028686","GO:0004674"
"2825","Zm00001d028686","GO:0004672"
"2826","Zm00001d028686","GO:0000166"
"2827","Zm00001d028686","GO:0016740"
"2828","Zm00001d028686","GO:0016021"
"2829","Zm00001d028686","GO:0016020"
"2830","Zm00001d044798","GO:0042626"
"2831","Zm00001d044798","GO:0016887"
"2832","Zm00001d044798","GO:0055085"
"2833","Zm00001d044798","GO:0016021"
"2834","Zm00001d044798","GO:0005524"
"2835","Zm00001d044798","GO:0016020"
"2840","Zm00001d040382","GO:0009055"
"2841","Zm00001d040382","GO:0022900"
"2843","Zm00001d012641","GO:0009690"
"2844","Zm00001d012641","GO:0019139"
"2845","Zm00001d012641","GO:0050660"
"2846","Zm00001d012641","GO:0016614"
"2847","Zm00001d012641","GO:0055114"
"2848","Zm00001d012641","GO:0016491"
"2849","Zm00001d012641","GO:0003824"
"2852","Zm00001d036103","GO:0032259"
"2853","Zm00001d036103","GO:0016740"
"2854","Zm00001d036103","GO:0008168"
"2855","Zm00001d033980","GO:0005509"
"2860","Zm00001d024071","GO:0042546"
"2861","Zm00001d024071","GO:0010411"
"2862","Zm00001d024071","GO:0048046"
"2863","Zm00001d024071","GO:0005618"
"2864","Zm00001d024071","GO:0005576"
"2865","Zm00001d024071","GO:0006073"
"2866","Zm00001d024071","GO:0016762"
"2867","Zm00001d024071","GO:0008152"
"2868","Zm00001d024071","GO:0005975"
"2869","Zm00001d024071","GO:0016798"
"2870","Zm00001d024071","GO:0004553"
"2871","Zm00001d024071","GO:0071555"
"2872","Zm00001d024071","GO:0016740"
"2873","Zm00001d024071","GO:0016787"
"2874","Zm00001d028017","GO:0005634"
"2875","Zm00001d028017","GO:0006355"
"2876","Zm00001d028017","GO:0006351"
"2877","Zm00001d028017","GO:0003700"
"2878","Zm00001d028017","GO:0003677"
"2879","Zm00001d002623","GO:0006855"
"2880","Zm00001d002623","GO:0015297"
"2881","Zm00001d002623","GO:0015238"
"2882","Zm00001d002623","GO:0055085"
"2883","Zm00001d002623","GO:0016020"
"2884","Zm00001d002623","GO:0016021"
"2885","Zm00001d050462","GO:0000145"
"2886","Zm00001d050462","GO:0006887"
"2887","Zm00001d024314","GO:0016491"
"2888","Zm00001d024314","GO:0055114"
"2889","Zm00001d024314","GO:0046872"
"2890","Zm00001d024314","GO:0008270"
"2892","Zm00001d048533","GO:0016310"
"2893","Zm00001d048533","GO:0016301"
"2894","Zm00001d048533","GO:0004861"
"2895","Zm00001d048533","GO:0071901"
"2900","Zm00001d045763","GO:0005975"
"2901","Zm00001d045763","GO:0016757"
"2902","Zm00001d045763","GO:0016740"
"2903","Zm00001d045763","GO:0006004"
"2904","Zm00001d045763","GO:0005975"
"2905","Zm00001d045763","GO:0016757"
"2906","Zm00001d045763","GO:0016740"
"2907","Zm00001d045763","GO:0006004"
"2908","Zm00001d006212","GO:0000160"
"2909","Zm00001d006212","GO:0005634"
"2910","Zm00001d006212","GO:0000160"
"2911","Zm00001d006212","GO:0005634"
"2912","Zm00001d006212","GO:0000160"
"2913","Zm00001d006212","GO:0005634"
"2914","Zm00001d006212","GO:0000160"
"2915","Zm00001d006212","GO:0005634"
"2916","Zm00001d039194","GO:0006352"
"2917","Zm00001d039194","GO:0016987"
"2918","Zm00001d039194","GO:0006355"
"2919","Zm00001d039194","GO:0003700"
"2920","Zm00001d039194","GO:0003677"
"2923","Zm00001d038471","GO:0016567"
"2924","Zm00001d038471","GO:0004842"
"2925","Zm00001d038471","GO:0016740"
"2926","Zm00001d033675","GO:0016021"
"2927","Zm00001d033675","GO:0016020"
"2928","Zm00001d035713","GO:0022857"
"2929","Zm00001d035713","GO:0016021"
"2930","Zm00001d035713","GO:0016020"
"2931","Zm00001d048183","GO:0016021"
"2932","Zm00001d048183","GO:0016020"
"2933","Zm00001d006330","GO:0004190"
"2934","Zm00001d006330","GO:0006508"
"2935","Zm00001d006330","GO:0008233"
"2936","Zm00001d006330","GO:0016787"
"2938","Zm00001d025544","GO:0016021"
"2939","Zm00001d025544","GO:0016020"
"2940","Zm00001d023843","GO:0006950"
"2941","Zm00001d023843","GO:0005516"
"2942","Zm00001d023843","GO:0006950"
"2943","Zm00001d023843","GO:0005516"
"2944","Zm00001d023843","GO:0006950"
"2945","Zm00001d023843","GO:0005516"
"2948","Zm00001d002905","GO:0016310"
"2949","Zm00001d002905","GO:0016301"
"2950","Zm00001d002905","GO:0016021"
"2951","Zm00001d002905","GO:0016020"
"2952","Zm00001d002905","GO:0016310"
"2953","Zm00001d002905","GO:0016301"
"2954","Zm00001d002905","GO:0006468"
"2955","Zm00001d002905","GO:0004672"
"2956","Zm00001d002905","GO:0005524"
"2957","Zm00001d002905","GO:0016021"
"2958","Zm00001d002905","GO:0016020"
"2959","Zm00001d002905","GO:0016310"
"2960","Zm00001d002905","GO:0016301"
"2961","Zm00001d002905","GO:0016021"
"2962","Zm00001d002905","GO:0016020"
"2963","Zm00001d002905","GO:0016310"
"2964","Zm00001d002905","GO:0016301"
"2965","Zm00001d002905","GO:0016021"
"2966","Zm00001d002905","GO:0016020"
"2967","Zm00001d002905","GO:0016310"
"2968","Zm00001d002905","GO:0016301"
"2969","Zm00001d002905","GO:0006468"
"2970","Zm00001d002905","GO:0004672"
"2971","Zm00001d002905","GO:0005524"
"2972","Zm00001d002905","GO:0016021"
"2973","Zm00001d002905","GO:0016020"
"2974","Zm00001d002905","GO:0016310"
"2975","Zm00001d002905","GO:0016301"
"2976","Zm00001d002905","GO:0006468"
"2977","Zm00001d002905","GO:0005524"
"2978","Zm00001d002905","GO:0004674"
"2979","Zm00001d002905","GO:0004672"
"2980","Zm00001d002905","GO:0000166"
"2981","Zm00001d002905","GO:0016021"
"2982","Zm00001d002905","GO:0016020"
"2983","Zm00001d002905","GO:0016310"
"2984","Zm00001d002905","GO:0016301"
"2985","Zm00001d002905","GO:0006468"
"2986","Zm00001d002905","GO:0004672"
"2987","Zm00001d002905","GO:0005524"
"2988","Zm00001d002905","GO:0016021"
"2989","Zm00001d002905","GO:0016020"
"2990","Zm00001d002905","GO:0016310"
"2991","Zm00001d002905","GO:0016301"
"2992","Zm00001d002905","GO:0006468"
"2993","Zm00001d002905","GO:0004672"
"2994","Zm00001d002905","GO:0005524"
"2995","Zm00001d002905","GO:0016021"
"2996","Zm00001d002905","GO:0016020"
"2997","Zm00001d038941","GO:0005634"
"2998","Zm00001d038941","GO:0003677"
"2999","Zm00001d015743","GO:0006355"
"3000","Zm00001d015743","GO:0003700"
"3001","Zm00001d015743","GO:0006355"
"3002","Zm00001d015743","GO:0003700"
"3003","Zm00001d039674","GO:0089722"
"3004","Zm00001d039674","GO:0022857"
"3005","Zm00001d039674","GO:0055085"
"3006","Zm00001d039674","GO:0016021"
"3007","Zm00001d039674","GO:0016020"
"3008","Zm00001d039674","GO:0015121"
"3009","Zm00001d039674","GO:0071917"
"3010","Zm00001d039674","GO:0015714"
"3011","Zm00001d039674","GO:0035436"
"3014","Zm00001d020974","GO:0016998"
"3015","Zm00001d020974","GO:0004568"
"3016","Zm00001d020974","GO:0006032"
"3017","Zm00001d020974","GO:0005975"
"3020","Zm00001d047806","GO:0016874"
"3022","Zm00001d020552","GO:0016021"
"3023","Zm00001d020552","GO:0016020"
"3025","Zm00001d020702","GO:0016021"
"3026","Zm00001d020702","GO:0016020"
"3028","Zm00001d022457","GO:0042744"
"3029","Zm00001d022457","GO:0006979"
"3030","Zm00001d022457","GO:0020037"
"3031","Zm00001d022457","GO:0098869"
"3032","Zm00001d022457","GO:0004601"
"3033","Zm00001d022457","GO:0005576"
"3034","Zm00001d022457","GO:0055114"
"3035","Zm00001d022457","GO:0016491"
"3036","Zm00001d022457","GO:0046872"
"3037","Zm00001d022457","GO:0042744"
"3038","Zm00001d022457","GO:0006979"
"3039","Zm00001d022457","GO:0020037"
"3040","Zm00001d022457","GO:0098869"
"3041","Zm00001d022457","GO:0004601"
"3042","Zm00001d022457","GO:0005576"
"3043","Zm00001d022457","GO:0055114"
"3044","Zm00001d022457","GO:0016491"
"3045","Zm00001d022457","GO:0046872"
"3049","Zm00001d024783","GO:0003677"
"3050","Zm00001d024783","GO:0046983"
"3051","Zm00001d024783","GO:0080113"
"3052","Zm00001d024783","GO:0005634"
"3053","Zm00001d003064","GO:0003677"
"3054","Zm00001d050840","GO:0016021"
"3055","Zm00001d050840","GO:0016020"
"3057","Zm00001d016274","GO:0022857"
"3058","Zm00001d016274","GO:0005215"
"3059","Zm00001d016274","GO:0055085"
"3060","Zm00001d016274","GO:0016021"
"3061","Zm00001d016274","GO:0016020"
"3062","Zm00001d016274","GO:0022857"
"3063","Zm00001d016274","GO:0055085"
"3064","Zm00001d016274","GO:0016021"
"3065","Zm00001d016274","GO:0016020"
"3066","Zm00001d016274","GO:0022857"
"3067","Zm00001d016274","GO:0055085"
"3068","Zm00001d016274","GO:0016021"
"3069","Zm00001d016274","GO:0016020"
"3070","Zm00001d016274","GO:0022857"
"3071","Zm00001d016274","GO:0005215"
