"","genes_GO_full$Gene","genes_GO_full$`GO term accession`"
"7132","Zm00001d026289","GO:0071805"
"7133","Zm00001d026289","GO:0015079"
"7134","Zm00001d026289","GO:0016020"
"7135","Zm00001d026289","GO:0016021"
"7136","Zm00001d026289","GO:0071805"
"7137","Zm00001d026289","GO:0015079"
"7138","Zm00001d026289","GO:0016020"
"7139","Zm00001d026289","GO:0016021"
"7140","Zm00001d037757","GO:0009055"
"7141","Zm00001d037757","GO:0005623"
"7142","Zm00001d037757","GO:0055114"
"7143","Zm00001d037757","GO:0045454"
"7144","Zm00001d037757","GO:0015035"
"7145","Zm00001d037757","GO:0022900"
"7146","Zm00001d049485","GO:0046982"
"7147","Zm00001d049485","GO:0005634"
"7148","Zm00001d049485","GO:0043565"
"7149","Zm00001d049485","GO:0006355"
"7150","Zm00001d049485","GO:0048579"
"7151","Zm00001d049485","GO:0051512"
"7152","Zm00001d049485","GO:0005737"
"7153","Zm00001d029286","GO:0010468"
"7154","Zm00001d029286","GO:0005777"
"7155","Zm00001d029286","GO:0004519"
"7156","Zm00001d029286","GO:0090305"
"7157","Zm00001d029286","GO:0016787"
"7158","Zm00001d052038","GO:0003677"
"7159","Zm00001d052038","GO:0046983"
"7160","Zm00001d018470","GO:0006508"
"7161","Zm00001d018470","GO:0008236"
"7162","Zm00001d018470","GO:0005739"
"7163","Zm00001d018470","GO:0009579"
"7164","Zm00001d018470","GO:0031977"
"7165","Zm00001d018335","GO:0019538"
"7166","Zm00001d013596","GO:0016746"
"7167","Zm00001d013596","GO:0016740"
"7168","Zm00001d013596","GO:0008080"
"7172","Zm00001d011904","GO:0005789"
"7173","Zm00001d011904","GO:0016021"
"7174","Zm00001d011904","GO:0016020"
"7175","Zm00001d011904","GO:0005789"
"7176","Zm00001d011904","GO:0016021"
"7177","Zm00001d011904","GO:0016020"
"7178","Zm00001d011904","GO:0005789"
"7179","Zm00001d011904","GO:0016021"
"7180","Zm00001d011904","GO:0016020"
"7181","Zm00001d017604","GO:0007165"
"7182","Zm00001d028992","GO:0005623"
"7183","Zm00001d028992","GO:0045454"
"7184","Zm00001d017941","GO:0006633"
"7185","Zm00001d017941","GO:0016746"
"7186","Zm00001d017941","GO:0016747"
"7187","Zm00001d017941","GO:0008152"
"7188","Zm00001d017941","GO:0016020"
"7189","Zm00001d017941","GO:0016740"
"7190","Zm00001d017941","GO:0016021"
"7191","Zm00001d017941","GO:0003824"
"7192","Zm00001d017941","GO:0006633"
"7193","Zm00001d017941","GO:0016746"
"7194","Zm00001d017941","GO:0016747"
"7195","Zm00001d017941","GO:0008152"
"7196","Zm00001d017941","GO:0016020"
"7197","Zm00001d017941","GO:0016740"
"7198","Zm00001d017941","GO:0016021"
"7199","Zm00001d017941","GO:0003824"
"7200","Zm00001d052977","GO:2001070"
"7201","Zm00001d052977","GO:0005982"
"7202","Zm00001d052977","GO:0009507"
"7203","Zm00001d052977","GO:0009570"
"7204","Zm00001d052977","GO:0043036"
"7205","Zm00001d021197","GO:0004560"
"7206","Zm00001d021197","GO:0005975"
"7207","Zm00001d013571","GO:0016874"
"7210","Zm00001d048458","GO:0016866"
"7211","Zm00001d048458","GO:0030244"
"7212","Zm00001d048458","GO:0016021"
"7213","Zm00001d048458","GO:0016020"
"7215","Zm00001d048458","GO:0016021"
"7216","Zm00001d048458","GO:0016020"
"7218","Zm00001d052079","GO:0016491"
"7219","Zm00001d052079","GO:0055114"
"7220","Zm00001d052079","GO:0016021"
"7221","Zm00001d052079","GO:0016020"
"7222","Zm00001d052079","GO:0016491"
"7223","Zm00001d052079","GO:0055114"
"7224","Zm00001d052079","GO:0016021"
"7225","Zm00001d052079","GO:0016020"
"7226","Zm00001d052079","GO:0016491"
"7227","Zm00001d052079","GO:0055114"
"7228","Zm00001d052079","GO:0016021"
"7229","Zm00001d052079","GO:0016020"
"7230","Zm00001d052079","GO:0016491"
"7231","Zm00001d052079","GO:0055114"
"7232","Zm00001d052079","GO:0016021"
"7233","Zm00001d052079","GO:0016020"
"7234","Zm00001d052079","GO:0016491"
"7235","Zm00001d052079","GO:0055114"
"7236","Zm00001d052079","GO:0016021"
"7237","Zm00001d052079","GO:0016020"
"7238","Zm00001d052079","GO:0016491"
"7239","Zm00001d052079","GO:0055114"
"7240","Zm00001d052079","GO:0016021"
"7241","Zm00001d052079","GO:0016020"
"7242","Zm00001d052079","GO:0016491"
"7243","Zm00001d052079","GO:0055114"
"7244","Zm00001d052079","GO:0016021"
"7245","Zm00001d052079","GO:0016020"
"7246","Zm00001d052079","GO:0016491"
"7247","Zm00001d052079","GO:0055114"
"7248","Zm00001d052079","GO:0016021"
"7249","Zm00001d052079","GO:0016020"
"7250","Zm00001d052079","GO:0016491"
"7251","Zm00001d052079","GO:0055114"
"7252","Zm00001d052079","GO:0016021"
"7253","Zm00001d052079","GO:0016020"
"7254","Zm00001d052079","GO:0016491"
"7255","Zm00001d052079","GO:0055114"
"7256","Zm00001d052079","GO:0016021"
"7257","Zm00001d052079","GO:0016020"
"7258","Zm00001d052079","GO:0016491"
"7259","Zm00001d052079","GO:0055114"
"7260","Zm00001d052079","GO:0016021"
"7261","Zm00001d052079","GO:0016020"
"7262","Zm00001d052079","GO:0016491"
"7263","Zm00001d052079","GO:0055114"
"7264","Zm00001d052079","GO:0016021"
"7265","Zm00001d052079","GO:0016020"
"7266","Zm00001d052079","GO:0016021"
"7267","Zm00001d052079","GO:0016020"
"7268","Zm00001d052079","GO:0016491"
"7269","Zm00001d052079","GO:0055114"
"7270","Zm00001d052079","GO:0016021"
"7271","Zm00001d052079","GO:0016020"
"7272","Zm00001d052079","GO:0016491"
"7273","Zm00001d052079","GO:0055114"
"7274","Zm00001d052079","GO:0016021"
"7275","Zm00001d052079","GO:0016020"
"7277","Zm00001d052079","GO:0016491"
"7278","Zm00001d052079","GO:0055114"
"7279","Zm00001d052079","GO:0016021"
"7280","Zm00001d052079","GO:0016020"
"7281","Zm00001d052079","GO:0016491"
"7282","Zm00001d052079","GO:0055114"
"7283","Zm00001d052079","GO:0016021"
"7284","Zm00001d052079","GO:0016020"
"7285","Zm00001d052079","GO:0016021"
"7286","Zm00001d052079","GO:0016020"
"7287","Zm00001d052079","GO:0016491"
"7288","Zm00001d052079","GO:0055114"
"7289","Zm00001d052079","GO:0016021"
"7290","Zm00001d052079","GO:0016020"
"7291","Zm00001d052079","GO:0016491"
"7292","Zm00001d052079","GO:0055114"
"7293","Zm00001d052079","GO:0016491"
"7294","Zm00001d052079","GO:0055114"
"7295","Zm00001d052079","GO:0016021"
"7296","Zm00001d052079","GO:0016020"
"7299","Zm00001d052079","GO:0016491"
"7300","Zm00001d052079","GO:0055114"
"7301","Zm00001d052079","GO:0016491"
"7302","Zm00001d052079","GO:0055114"
"7303","Zm00001d052079","GO:0016021"
"7304","Zm00001d052079","GO:0016020"
"7305","Zm00001d052079","GO:0016491"
"7306","Zm00001d052079","GO:0055114"
"7307","Zm00001d052079","GO:0016021"
"7308","Zm00001d052079","GO:0016020"
"7309","Zm00001d052079","GO:0016491"
"7310","Zm00001d052079","GO:0055114"
"7311","Zm00001d052079","GO:0016021"
"7312","Zm00001d052079","GO:0016020"
"7313","Zm00001d052079","GO:0016491"
"7314","Zm00001d052079","GO:0055114"
"7315","Zm00001d052079","GO:0016021"
"7316","Zm00001d052079","GO:0016020"
"7317","Zm00001d052079","GO:0016491"
"7318","Zm00001d052079","GO:0055114"
"7319","Zm00001d052079","GO:0016021"
"7320","Zm00001d052079","GO:0016020"
"7323","Zm00001d052079","GO:0016491"
"7324","Zm00001d052079","GO:0055114"
"7325","Zm00001d052079","GO:0016021"
"7326","Zm00001d052079","GO:0016020"
"7327","Zm00001d052079","GO:0016491"
"7328","Zm00001d052079","GO:0055114"
"7329","Zm00001d052079","GO:0016021"
"7330","Zm00001d052079","GO:0016020"
"7331","Zm00001d052079","GO:0016021"
"7332","Zm00001d052079","GO:0016020"
"7333","Zm00001d052079","GO:0016491"
"7334","Zm00001d052079","GO:0055114"
"7335","Zm00001d052079","GO:0016021"
"7336","Zm00001d052079","GO:0016020"
"7337","Zm00001d052079","GO:0016491"
"7338","Zm00001d052079","GO:0055114"
"7339","Zm00001d052079","GO:0016021"
"7340","Zm00001d052079","GO:0016020"
"7342","Zm00001d052079","GO:0016491"
"7343","Zm00001d052079","GO:0055114"
"7344","Zm00001d052079","GO:0016491"
"7345","Zm00001d052079","GO:0055114"
"7346","Zm00001d052079","GO:0016021"
"7347","Zm00001d052079","GO:0016020"
"7348","Zm00001d052079","GO:0016491"
"7349","Zm00001d052079","GO:0055114"
"7350","Zm00001d052079","GO:0016021"
"7351","Zm00001d052079","GO:0016020"
"7352","Zm00001d052079","GO:0016491"
"7353","Zm00001d052079","GO:0055114"
"7354","Zm00001d052079","GO:0016021"
"7355","Zm00001d052079","GO:0016020"
"7357","Zm00001d052079","GO:0016491"
"7358","Zm00001d052079","GO:0055114"
"7359","Zm00001d052079","GO:0016021"
"7360","Zm00001d052079","GO:0016020"
"7361","Zm00001d052079","GO:0016491"
"7362","Zm00001d052079","GO:0055114"
"7363","Zm00001d052079","GO:0016021"
"7364","Zm00001d052079","GO:0016020"
"7365","Zm00001d052079","GO:0016491"
"7366","Zm00001d052079","GO:0055114"
"7367","Zm00001d052079","GO:0016021"
"7368","Zm00001d052079","GO:0016020"
"7369","Zm00001d052079","GO:0016491"
"7370","Zm00001d052079","GO:0055114"
"7371","Zm00001d052079","GO:0016021"
"7372","Zm00001d052079","GO:0016020"
"7373","Zm00001d052079","GO:0016491"
"7374","Zm00001d052079","GO:0055114"
"7375","Zm00001d052079","GO:0016021"
"7376","Zm00001d052079","GO:0016020"
"7377","Zm00001d052079","GO:0016491"
"7378","Zm00001d052079","GO:0055114"
"7379","Zm00001d052079","GO:0016021"
"7380","Zm00001d052079","GO:0016020"
"7381","Zm00001d052079","GO:0016491"
"7382","Zm00001d052079","GO:0055114"
"7383","Zm00001d052079","GO:0016021"
"7384","Zm00001d052079","GO:0016020"
"7385","Zm00001d052079","GO:0016491"
"7386","Zm00001d052079","GO:0055114"
"7387","Zm00001d052079","GO:0016021"
"7388","Zm00001d052079","GO:0016020"
"7389","Zm00001d052079","GO:0016021"
"7390","Zm00001d052079","GO:0016020"
"7391","Zm00001d052079","GO:0016491"
"7392","Zm00001d052079","GO:0055114"
"7393","Zm00001d052079","GO:0016021"
"7394","Zm00001d052079","GO:0016020"
"7395","Zm00001d052079","GO:0016491"
"7396","Zm00001d052079","GO:0055114"
"7397","Zm00001d052079","GO:0016021"
"7398","Zm00001d052079","GO:0016020"
"7399","Zm00001d052079","GO:0016491"
"7400","Zm00001d052079","GO:0055114"
"7401","Zm00001d052079","GO:0016021"
"7402","Zm00001d052079","GO:0016020"
"7403","Zm00001d052079","GO:0016491"
"7404","Zm00001d052079","GO:0055114"
"7405","Zm00001d052079","GO:0016021"
"7406","Zm00001d052079","GO:0016020"
"7408","Zm00001d046184","GO:0042744"
"7409","Zm00001d046184","GO:0006979"
"7410","Zm00001d046184","GO:0020037"
"7411","Zm00001d046184","GO:0098869"
"7412","Zm00001d046184","GO:0004601"
"7413","Zm00001d046184","GO:0005576"
"7414","Zm00001d046184","GO:0055114"
"7415","Zm00001d046184","GO:0016491"
"7416","Zm00001d046184","GO:0046872"
"7417","Zm00001d006521","GO:0016021"
"7418","Zm00001d006521","GO:0016020"
"7423","Zm00001d006199","GO:0004497"
"7424","Zm00001d006199","GO:0055114"
"7425","Zm00001d006199","GO:0016491"
"7426","Zm00001d006199","GO:0020037"
"7427","Zm00001d006199","GO:0016705"
"7428","Zm00001d006199","GO:0005506"
"7429","Zm00001d006199","GO:0046872"
"7430","Zm00001d046664","GO:0006355"
"7431","Zm00001d046664","GO:0003700"
"7432","Zm00001d028144","GO:0022857"
"7433","Zm00001d028144","GO:0005215"
"7434","Zm00001d028144","GO:0055085"
"7435","Zm00001d028144","GO:0016021"
"7436","Zm00001d028144","GO:0016020"
"7438","Zm00001d010075","GO:0016021"
"7439","Zm00001d010075","GO:0016020"
"7440","Zm00001d050889","GO:0019898"
"7441","Zm00001d050889","GO:0009654"
"7442","Zm00001d050889","GO:0009523"
"7443","Zm00001d050889","GO:0015979"
"7444","Zm00001d050889","GO:0005509"
"7445","Zm00001d027875","GO:0055085"
"7446","Zm00001d027875","GO:0016021"
"7447","Zm00001d027875","GO:0016020"
"7450","Zm00001d020804","GO:0043565"
"7451","Zm00001d020804","GO:0005634"
"7452","Zm00001d020804","GO:0006355"
"7453","Zm00001d020804","GO:0003700"
"7454","Zm00001d020804","GO:0003677"
"7455","Zm00001d024268","GO:0005634"
"7456","Zm00001d024268","GO:0006355"
"7457","Zm00001d024268","GO:0006351"
"7458","Zm00001d024268","GO:0003677"
"7459","Zm00001d041204","GO:0031408"
"7460","Zm00001d041204","GO:0006633"
"7461","Zm00001d041204","GO:0051213"
"7462","Zm00001d041204","GO:0016702"
"7463","Zm00001d041204","GO:0055114"
"7464","Zm00001d041204","GO:0016491"
"7465","Zm00001d041204","GO:0046872"
"7466","Zm00001d041204","GO:0051213"
"7467","Zm00001d041204","GO:0016702"
"7468","Zm00001d041204","GO:0055114"
"7469","Zm00001d041204","GO:0016491"
"7470","Zm00001d041204","GO:0046872"
"7471","Zm00001d041204","GO:0051213"
"7472","Zm00001d041204","GO:0016702"
"7473","Zm00001d041204","GO:0055114"
"7474","Zm00001d041204","GO:0016491"
"7475","Zm00001d041204","GO:0046872"
"7476","Zm00001d025959","GO:0016310"
"7477","Zm00001d025959","GO:0016301"
"7478","Zm00001d025959","GO:0006468"
"7479","Zm00001d025959","GO:0004672"
"7480","Zm00001d025959","GO:0005524"
"7481","Zm00001d002788","GO:0000079"
"7482","Zm00001d002788","GO:0019901"
"7485","Zm00001d015226","GO:0005634"
"7486","Zm00001d015226","GO:0006355"
"7487","Zm00001d015226","GO:0006351"
"7488","Zm00001d015226","GO:0003677"
"7489","Zm00001d035400","GO:0006468"
"7490","Zm00001d035400","GO:0004672"
"7491","Zm00001d035400","GO:0005524"
"7492","Zm00001d035400","GO:0016021"
"7493","Zm00001d035400","GO:0016020"
"7499","Zm00001d045576","GO:0022857"
"7500","Zm00001d045576","GO:0016021"
"7501","Zm00001d045576","GO:0016020"
"7502","Zm00001d045576","GO:0022857"
"7503","Zm00001d045576","GO:0016021"
"7504","Zm00001d045576","GO:0016020"
"7505","Zm00001d014341","GO:0042744"
"7506","Zm00001d014341","GO:0006979"
"7507","Zm00001d014341","GO:0020037"
"7508","Zm00001d014341","GO:0098869"
"7509","Zm00001d014341","GO:0004601"
"7510","Zm00001d014341","GO:0005576"
"7511","Zm00001d014341","GO:0055114"
"7512","Zm00001d014341","GO:0016491"
"7513","Zm00001d014341","GO:0046872"
"7514","Zm00001d051896","GO:0055114"
"7515","Zm00001d051896","GO:0016491"
"7516","Zm00001d051896","GO:0046872"
"7517","Zm00001d051865","GO:0003676"
"7520","Zm00001d003459","GO:0016853"
"7521","Zm00001d003459","GO:0016021"
"7522","Zm00001d003459","GO:0016020"
"7523","Zm00001d003459","GO:0003756"
"7524","Zm00001d003459","GO:0010206"
"7525","Zm00001d003459","GO:0009507"
"7526","Zm00001d003459","GO:0009534"
"7527","Zm00001d003459","GO:0009535"
"7528","Zm00001d003459","GO:0009570"
"7531","Zm00001d033194","GO:0006508"
"7532","Zm00001d033194","GO:0008233"
"7533","Zm00001d033194","GO:0004252"
"7534","Zm00001d033194","GO:0016787"
"7535","Zm00001d043674","GO:0009972"
"7536","Zm00001d043674","GO:0004126"
"7537","Zm00001d043674","GO:0016787"
"7538","Zm00001d043674","GO:0008270"
"7539","Zm00001d043674","GO:0003824"
"7540","Zm00001d043674","GO:0009972"
"7541","Zm00001d043674","GO:0004126"
"7542","Zm00001d043674","GO:0016787"
"7543","Zm00001d043674","GO:0008270"
"7544","Zm00001d043674","GO:0003824"
"7545","Zm00001d052174","GO:0016310"
"7546","Zm00001d052174","GO:0016301"
"7547","Zm00001d052174","GO:0005634"
"7548","Zm00001d052174","GO:0004861"
"7549","Zm00001d052174","GO:0007050"
"7550","Zm00001d052174","GO:0071901"
"7551","Zm00001d018803","GO:0015992"
"7552","Zm00001d018803","GO:0008643"
"7553","Zm00001d018803","GO:0022857"
"7554","Zm00001d018803","GO:0005215"
"7555","Zm00001d018803","GO:0055085"
"7556","Zm00001d018803","GO:0016021"
"7557","Zm00001d018803","GO:0016020"
"7558","Zm00001d038907","GO:0005634"
"7559","Zm00001d038907","GO:0006355"
"7560","Zm00001d038907","GO:0006351"
"7561","Zm00001d038907","GO:0003700"
"7562","Zm00001d038907","GO:0003677"
"7563","Zm00001d024916","GO:0055085"
"7564","Zm00001d024916","GO:0016021"
"7565","Zm00001d024916","GO:0016020"
"7566","Zm00001d017069","GO:0006817"
"7567","Zm00001d017069","GO:0005315"
"7568","Zm00001d017069","GO:0016020"
"7569","Zm00001d017069","GO:0016021"
"7570","Zm00001d020170","GO:0016021"
"7571","Zm00001d020170","GO:0016020"
"7572","Zm00001d020170","GO:0016021"
"7573","Zm00001d020170","GO:0016020"
"7574","Zm00001d020170","GO:0016021"
"7575","Zm00001d020170","GO:0016020"
"7577","Zm00001d047808","GO:0003677"
"7578","Zm00001d047808","GO:0003677"
"7579","Zm00001d047808","GO:0003677"
"7580","Zm00001d047808","GO:0003677"
"7581","Zm00001d047808","GO:0003677"
"7582","Zm00001d047808","GO:0003677"
"7583","Zm00001d047808","GO:0003677"
"7584","Zm00001d047808","GO:0003677"
"7585","Zm00001d047808","GO:0003677"
"7586","Zm00001d047808","GO:0003677"
"7587","Zm00001d047808","GO:0003677"
"7588","Zm00001d047808","GO:0003677"
"7589","Zm00001d047808","GO:0003677"
"7590","Zm00001d047808","GO:0003677"
"7604","Zm00001d007079","GO:0006644"
"7605","Zm00001d007079","GO:0004623"
"7606","Zm00001d007079","GO:0050482"
"7607","Zm00001d007079","GO:0006644"
"7608","Zm00001d007079","GO:0004623"
"7609","Zm00001d007079","GO:0050482"
"7610","Zm00001d007079","GO:0006644"
"7611","Zm00001d007079","GO:0004623"
"7612","Zm00001d007079","GO:0050482"
"7613","Zm00001d007079","GO:0006644"
"7614","Zm00001d007079","GO:0004623"
"7615","Zm00001d007079","GO:0050482"
"7616","Zm00001d007079","GO:0006644"
"7617","Zm00001d007079","GO:0004623"
"7618","Zm00001d007079","GO:0050482"
"7620","Zm00001d007687","GO:0055114"
"7621","Zm00001d007687","GO:0016491"
"7623","Zm00001d010313","GO:0016787"
"7627","Zm00001d048623","GO:0003677"
"7628","Zm00001d048623","GO:0003677"
"7629","Zm00001d051799","GO:0016787"
"7630","Zm00001d012171","GO:0008270"
"7631","Zm00001d017264","GO:0030247"
"7632","Zm00001d017264","GO:0016310"
"7633","Zm00001d017264","GO:0016301"
"7634","Zm00001d017264","GO:0006468"
"7635","Zm00001d017264","GO:0004672"
"7636","Zm00001d017264","GO:0005509"
"7637","Zm00001d017264","GO:0005524"
"7638","Zm00001d007908","GO:0016787"
"7639","Zm00001d007908","GO:0008152"
"7640","Zm00001d042780","GO:0016787"
"7641","Zm00001d053220","GO:0003677"
"7643","Zm00001d023713","GO:0009522"
"7644","Zm00001d023713","GO:0015979"
"7645","Zm00001d010849","GO:0006310"
"7646","Zm00001d010849","GO:0006974"
"7647","Zm00001d010849","GO:0006281"
"7648","Zm00001d010849","GO:0032508"
"7649","Zm00001d010849","GO:0000723"
"7650","Zm00001d010849","GO:0003678"
"7651","Zm00001d010849","GO:0004386"
"7652","Zm00001d010849","GO:0005524"
"7653","Zm00001d010849","GO:0000166"
"7654","Zm00001d010849","GO:0016787"
"7655","Zm00001d010849","GO:0006310"
"7656","Zm00001d010849","GO:0006974"
"7657","Zm00001d010849","GO:0006281"
"7658","Zm00001d010849","GO:0032508"
"7659","Zm00001d010849","GO:0000723"
"7660","Zm00001d010849","GO:0003678"
"7661","Zm00001d010849","GO:0004386"
"7662","Zm00001d010849","GO:0009055"
"7663","Zm00001d010849","GO:0005623"
"7664","Zm00001d010849","GO:0055114"
"7665","Zm00001d010849","GO:0045454"
"7666","Zm00001d010849","GO:0015035"
"7667","Zm00001d010849","GO:0005524"
"7668","Zm00001d010849","GO:0000166"
"7669","Zm00001d010849","GO:0016787"
"7670","Zm00001d010849","GO:0022900"
"7671","Zm00001d010849","GO:0006310"
"7672","Zm00001d010849","GO:0006974"
"7673","Zm00001d010849","GO:0006281"
"7674","Zm00001d010849","GO:0032508"
"7675","Zm00001d010849","GO:0000723"
"7676","Zm00001d010849","GO:0003678"
"7677","Zm00001d010849","GO:0004386"
"7678","Zm00001d010849","GO:0005524"
"7679","Zm00001d010849","GO:0000166"
"7680","Zm00001d010849","GO:0016787"
"7681","Zm00001d010849","GO:0006310"
"7682","Zm00001d010849","GO:0006974"
"7683","Zm00001d010849","GO:0006281"
"7684","Zm00001d010849","GO:0032508"
"7685","Zm00001d010849","GO:0000723"
"7686","Zm00001d010849","GO:0003678"
"7687","Zm00001d010849","GO:0004386"
"7688","Zm00001d010849","GO:0005524"
"7689","Zm00001d010849","GO:0000166"
"7690","Zm00001d010849","GO:0016787"
"7693","Zm00001d019527","GO:0004499"
"7694","Zm00001d019527","GO:0050661"
"7695","Zm00001d019527","GO:0004497"
"7696","Zm00001d019527","GO:0050660"
"7697","Zm00001d019527","GO:0055114"
"7698","Zm00001d019527","GO:0016491"
"7701","Zm00001d019527","GO:0004499"
"7702","Zm00001d019527","GO:0050661"
"7703","Zm00001d019527","GO:0004497"
"7704","Zm00001d019527","GO:0050660"
"7705","Zm00001d019527","GO:0055114"
"7706","Zm00001d019527","GO:0016491"
"7708","Zm00001d034068","GO:0016758"
"7709","Zm00001d034068","GO:0008152"
"7710","Zm00001d034068","GO:0016740"
"7711","Zm00001d017642","GO:0005634"
"7712","Zm00001d017642","GO:0006355"
"7713","Zm00001d017642","GO:0006351"
"7714","Zm00001d017642","GO:0003677"
"7715","Zm00001d017642","GO:0005634"
"7716","Zm00001d017642","GO:0006355"
"7717","Zm00001d017642","GO:0006351"
"7718","Zm00001d017642","GO:0003677"
"7719","Zm00001d039062","GO:0003677"
"7720","Zm00001d039062","GO:0003677"
"7721","Zm00001d039062","GO:0003677"
"7722","Zm00001d039062","GO:0003677"
"7723","Zm00001d039062","GO:0003677"
"7724","Zm00001d039062","GO:0003677"
"7725","Zm00001d039062","GO:0003677"
"7726","Zm00001d039062","GO:0003677"
"7727","Zm00001d039062","GO:0003677"
"7728","Zm00001d039062","GO:0003677"
"7729","Zm00001d039062","GO:0003677"
"7730","Zm00001d039062","GO:0003677"
"7734","Zm00001d036346","GO:0009607"
"7735","Zm00001d036346","GO:0006952"
"7736","Zm00001d036346","GO:0005516"
"7737","Zm00001d036346","GO:0016021"
"7738","Zm00001d036346","GO:0016020"
"7739","Zm00001d036346","GO:0009607"
"7740","Zm00001d036346","GO:0006952"
"7741","Zm00001d036346","GO:0005516"
"7742","Zm00001d036346","GO:0016021"
"7743","Zm00001d036346","GO:0016020"
"7744","Zm00001d036346","GO:0009607"
"7745","Zm00001d036346","GO:0006952"
"7746","Zm00001d036346","GO:0005516"
"7747","Zm00001d036346","GO:0016021"
"7748","Zm00001d036346","GO:0016020"
"7749","Zm00001d036346","GO:0006952"
"7750","Zm00001d036346","GO:0016021"
"7751","Zm00001d036346","GO:0016020"
"7752","Zm00001d036346","GO:0009607"
"7753","Zm00001d036346","GO:0006952"
"7754","Zm00001d036346","GO:0005516"
"7755","Zm00001d036346","GO:0016021"
"7756","Zm00001d036346","GO:0016020"
"7757","Zm00001d036346","GO:0006952"
"7758","Zm00001d036346","GO:0016021"
"7759","Zm00001d036346","GO:0016020"
"7760","Zm00001d036346","GO:0009607"
"7761","Zm00001d036346","GO:0006952"
"7762","Zm00001d036346","GO:0005516"
"7763","Zm00001d036346","GO:0016021"
"7764","Zm00001d036346","GO:0016020"
"7765","Zm00001d036346","GO:0009607"
"7766","Zm00001d036346","GO:0006952"
"7767","Zm00001d036346","GO:0005516"
"7768","Zm00001d036346","GO:0016021"
"7769","Zm00001d036346","GO:0016020"
"7770","Zm00001d046621","GO:0007275"
"7771","Zm00001d046621","GO:0005634"
"7772","Zm00001d046621","GO:0006355"
"7773","Zm00001d046621","GO:0006351"
"7774","Zm00001d046621","GO:0003700"
"7775","Zm00001d046621","GO:0003677"
"7776","Zm00001d005688","GO:0016758"
"7777","Zm00001d005688","GO:0008152"
"7778","Zm00001d005688","GO:0016757"
"7779","Zm00001d005688","GO:0016740"
"7780","Zm00001d002545","GO:0005634"
"7781","Zm00001d002545","GO:0006355"
"7782","Zm00001d002545","GO:0006351"
"7783","Zm00001d002545","GO:0003677"
"7787","Zm00001d011117","GO:0004497"
"7788","Zm00001d011117","GO:0055114"
"7789","Zm00001d011117","GO:0016491"
"7790","Zm00001d011117","GO:0020037"
"7791","Zm00001d011117","GO:0016705"
"7792","Zm00001d011117","GO:0005506"
"7793","Zm00001d011117","GO:0046872"
"7794","Zm00001d011117","GO:0016021"
"7795","Zm00001d011117","GO:0016020"
"7796","Zm00001d048669","GO:0005975"
"7797","Zm00001d048669","GO:0004553"
"7798","Zm00001d048669","GO:0005975"
"7799","Zm00001d048669","GO:0004553"
"7800","Zm00001d048669","GO:0016787"
"7801","Zm00001d019457","GO:0005886"
"7802","Zm00001d019457","GO:0016021"
"7803","Zm00001d019457","GO:0016020"
"7804","Zm00001d039175","GO:0016787"
"7805","Zm00001d017374","GO:0016310"
"7806","Zm00001d017374","GO:0016301"
"7807","Zm00001d017374","GO:0006468"
"7808","Zm00001d017374","GO:0005524"
"7809","Zm00001d017374","GO:0004674"
"7810","Zm00001d017374","GO:0004672"
"7811","Zm00001d017374","GO:0000166"
"7812","Zm00001d017374","GO:0016310"
"7813","Zm00001d017374","GO:0016301"
"7814","Zm00001d017374","GO:0006468"
"7815","Zm00001d017374","GO:0004672"
"7816","Zm00001d017374","GO:0005524"
"7819","Zm00001d016435","GO:0016758"
"7820","Zm00001d016435","GO:0008152"
"7821","Zm00001d016435","GO:0016757"
"7822","Zm00001d016435","GO:0016740"
"7823","Zm00001d052874","GO:0016021"
"7824","Zm00001d052874","GO:0016020"
"7825","Zm00001d025846","GO:0005975"
"7826","Zm00001d025846","GO:0004553"
"7827","Zm00001d025846","GO:0005975"
"7828","Zm00001d025846","GO:0004553"
"7830","Zm00001d026360","GO:0000079"
"7831","Zm00001d026360","GO:0019901"
"7832","Zm00001d026360","GO:0016310"
"7833","Zm00001d026360","GO:0016301"
"7834","Zm00001d019266","GO:0019252"
"7835","Zm00001d019266","GO:0008878"
"7836","Zm00001d019266","GO:0005978"
"7837","Zm00001d019266","GO:0016779"
"7838","Zm00001d019266","GO:0009058"
"7839","Zm00001d019266","GO:0009536"
"7840","Zm00001d019266","GO:0009507"
"7841","Zm00001d019266","GO:0005524"
"7842","Zm00001d019266","GO:0000166"
"7843","Zm00001d019266","GO:0016740"
"7844","Zm00001d019266","GO:0019252"
"7845","Zm00001d019266","GO:0008878"
"7846","Zm00001d019266","GO:0005978"
"7847","Zm00001d019266","GO:0016779"
"7848","Zm00001d019266","GO:0009058"
"7849","Zm00001d019266","GO:0009536"
"7850","Zm00001d019266","GO:0009507"
"7851","Zm00001d019266","GO:0005524"
"7852","Zm00001d019266","GO:0000166"
"7853","Zm00001d019266","GO:0016740"
"7854","Zm00001d019266","GO:0008878"
"7855","Zm00001d019266","GO:0005978"
"7856","Zm00001d019266","GO:0009058"
"7857","Zm00001d019266","GO:0016779"
"7858","Zm00001d019266","GO:0008878"
"7859","Zm00001d019266","GO:0005978"
"7860","Zm00001d019266","GO:0009058"
"7861","Zm00001d019266","GO:0016779"
"7862","Zm00001d046357","GO:0004565"
"7863","Zm00001d046357","GO:0008152"
